subject_area,subj_code,title,number,section_ids
Chemistry and Biochemistry,CHEM,Research Methods and Integrity in Cellular and Molecular Biology,C150,{5868137}
Chemistry and Biochemistry,CHEM,Research Methods and Integrity in Cellular and Molecular Biology,C250,{5859432}
Chemistry and Biochemistry,CHEM,"RNA Structure, Recognition, and Function",166,{2269}
Chemistry and Biochemistry,CHEM,Safety in Chemical and Biochemical Research,400,{2162}
Chemistry and Biochemistry,CHEM,Seminar: Research in Biochemistry--Advanced Topics in Structural Biology,256N,"{4421,5866876}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Biochemistry--Analysis of Protein Structure,256P,"{5868153,2794}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Biochemistry--Biochemistry and Function of Ubiquinone in Yeast and Higher Eukaryotes,256Q,"{5859498,4669}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Biochemistry--Biochemistry and Molecular Biology of Chlamydomonas,256K,"{4896,5866861}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Biochemistry--Biochemistry of Protein Function,256B,"{5859516,3897}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Biochemistry--Biomolecular Nuclear Magnetic Resonance Spectroscopy and Protein Structure,256R,"{4019,5860491}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Biochemistry--Contractile Proteins in Muscle Contraction and Cell Motility,256J,"{4644,5859476}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Biochemistry--Current Topics in Prokaryotic Development,256F,"{5866849,5197}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Biochemistry--Cytoskeletal Dynamics during Drosophila Oogenesis,256W,"{5867214,1345}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Biochemistry--Information Processing in Intracellular and Intercellular Signaling Networks,256Z,"{5863856,2955}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Biochemistry--Literature of Structural Biology,256L,"{1306,5866495}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Biochemistry--Membrane Biophysics,256O,"{5868139,65}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Biochemistry--Microtubule-Based Structures and Human Diseases,256X,"{5860535,2072}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Biochemistry--Mitochondrial Biogenesis and Link to Disease,256U,"{3261,5860537}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Biochemistry--Nucleic Acid Structure Determination by NMR,256G,"{5867218,4380}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Biochemistry--Proteome Bioinformatics,256S,"{4312,5866461}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Biochemistry--Proteomics and Mass Spectrometry,256V,"{5866844,3315}"
Chemistry and Biochemistry,CHEM,"Seminar: Research in Biochemistry--Research in Genomics: Biochemistry, Synthetic Biology, and Genomics",256Y,"{1464,5866870}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Biochemistry--RNA Processing and RNA Genomics,256T,"{5868175,5285}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Biochemistry--Transcriptional Control Mechanisms in Drosophila Embryogenesis,256D,"{5866855,4757}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Inorganic Chemistry--Chemistry of Materials,272A,"{5865193,2894}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Inorganic Chemistry--Electrochemical   Materials and Interfaces.,272N,"{5863802,155}"
Chemistry and Biochemistry,CHEM,"Seminar: Research in Inorganic Chemistry--Inorganic Nanostructures: Synthesis, Properties, and Functions",272K,"{1542,5860507}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Inorganic Chemistry--Inorganic Spectroscopy,272C,"{5868143,3703}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Inorganic Chemistry--Issues in Chemical Education,272G,"{3453,5866868}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Inorganic Chemistry--Methodology for Chemical Synthesis of Complex Molecules,272M,"{379,5865732}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Inorganic Chemistry--Molecular Materials,272L,"{1406,5864202}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Inorganic Chemistry--Organometallic Chemistry,272I,"{4871,5868166}"
Chemistry and Biochemistry,CHEM,"Seminar: Research in Organic Chemistry--Fluorous Materials, Synthetic Chemistry, and Supermolecular Assembly",235R,"{5859459,2022}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Organic Chemistry--Fullerene Chemistry and Materials Science,235I,"{5342,5860511}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Organic Chemistry--Organic Chemistry in Organized and Restricted Media,235K,"{5866502,4274}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Organic Chemistry--Organometallic Chemistry and Organic Synthesis,235G,"{4986,5858192}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Organic Chemistry--Polymer Chemistry and Biomaterials,235O,"{5859528,3577}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Organic Chemistry--Reaction Discovery and total Synthesis of Complex Molecules,235P,"{5860470,5041}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Organic Chemistry--Synthetic Methods and Synthesis of Natural Products,235F,"{5860514,4932}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Organic Chemistry--Synthetic Organic Chemistry Research,235Q,"{5860401,3670}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Organic Chemistry--Target- and Diversity-Oriented Synthesis of Natural Products and Product-Like Molecules,235N,"{5860500,3847}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Organic Chemistry--Theoretical and Physical Organic Chemistry,235E,"{5863824,4099}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Physical Chemistry--Biophysics and Statistical Mechanics of Soft Matter,219W,"{3131,5860504}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Physical Chemistry--Chemistry and Biophysics of Interfaces,219J,"{2027,5863278}"
Chemistry and Biochemistry,CHEM,"Seminar: Research in Physical Chemistry--Complex Fluids: Composition, Structure, and Rheology",219V,"{5865040,746}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Physical Chemistry--Dynamic Processes in Chemically Reacting Flow Systems,219X,"{1255,5860519}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Physical Chemistry--Dynamics of Molecule-Molecule and Molecule-Surface Reactions,219E,"{3347,5868154}"
Chemistry and Biochemistry,CHEM,"Seminar: Research in Physical Chemistry--Kinetic, Thermodynamic, and Interfacial Effects in Materials",219R,"{5860502,2201}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Physical Chemistry--Modern Methods for Molecular Reactions and Structure,219L,"{5868171,139}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Physical Chemistry--Nanoscience,219S,"{2413,5866848}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Physical Chemistry--Single-Cell Physiology,219Z,"{5868144,4980}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Physical Chemistry--Single-Molecule Spectroscopy in Biology,219T,"{184,5860492}"
Chemistry and Biochemistry,CHEM,"Seminar: Research in Physical Chemistry--Spectroscopy of Isolated Molecules, Complexes, and Clusters",219I,"{5866883,2803}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Physical Chemistry--Statistical Mechanics of Disordered Systems,219K,"{5866850,1874}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Physical Chemistry--Theory and Applications of Magnetic Resonance Spectroscopy and Imaging,219U,"{1198,5860505}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Physical Chemistry--Theory and Computation for Materials,219Y,"{5863759,4489}"
Chemistry and Biochemistry,CHEM,Seminar: Research in Physical Chemistry--Ultrafast Studies of Chemical Reaction Dynamics in Condensed Phase,219Q,"{78,5868186}"
Chemistry and Biochemistry,CHEM,Seminars: Research in Physical Chemistry--Photon Resolved Spectroscopy of Materials (Physical Chemistry),219A,"{3237,5866882}"
Chemistry and Biochemistry,CHEM,Soft Matter Laboratory,M120,{1176}
Chemistry and Biochemistry,CHEM,Spectroscopic Methods of Organic Chemistry,236,{5859487}
Chemistry and Biochemistry,CHEM,Stochastic Processes in Biochemical Systems,M186,{5864197}
Chemistry and Biochemistry,CHEM,Strategy and Design in Organic Synthesis,244B,{4325}
Chemistry and Biochemistry,CHEM,Structural Molecular Biology,M230B,{4931}
Chemistry and Biochemistry,CHEM,Structural Molecular Biology Laboratory,M230D,{4319}
Chemistry and Biochemistry,CHEM,Structure and Mechanism in Organic Chemistry,C143A,{336}
Chemistry and Biochemistry,CHEM,Structure and Mechanism in Organic Chemistry,C243A,{1302}
Chemistry and Biochemistry,CHEM,Structure of Organic Molecules,14C,"{3759,5860473,5860495,4370}"
Chemistry and Biochemistry,CHEM,Student Research Seminar,204,"{5866860,457}"
Chemistry and Biochemistry,CHEM,Teaching College Chemistry,495,{5866302}
Chemistry and Biochemistry,CHEM,Undergraduate Assistant Education Practicum in Chemistry and Biochemistry,192C,"{530,5860302,3340307,1363,1924}"
Chemistry and Biochemistry,CHEM,Undergraduate Assistant Education Practicum in Chemistry and Biochemistry,192D,"{5868237,238,3132,529,5868206,2961,3294}"
Chemistry and Biochemistry,CHEM,Undergraduate Practicum in Chemistry and Biochemistry,192A,"{5859465,4576}"
Chemistry and Biochemistry,CHEM,Undergraduate Practicum in Chemistry and Biochemistry,192B,{3630}
Chicana and Chicano Studies,CHICANO,Advanced Nahuatl,M162A,{5859548}
Chicana and Chicano Studies,CHICANO,Advanced Nahuatl,M162B,{1324}
Chicana and Chicano Studies,CHICANO,Affirmative Action: History and Politics,150,{1744}
Chicana and Chicano Studies,CHICANO,Applied Research Methods in Latino Communities,123,{5475}
Chicana and Chicano Studies,CHICANO,Barrio Organization and Service Learning,100SL,{5861064}
Chicana and Chicano Studies,CHICANO,Central American Racial Constructions,153B,{5860569}
Chicana and Chicano Studies,CHICANO,Central Americans in U.S.,153A,{5859763}
Chicana and Chicano Studies,CHICANO,Chicana and Chicano Ethnography,172,{5861333}
Chicana and Chicano Studies,CHICANO,Chicana and Chicano Rhetoric,161,{2869}
Chicana and Chicano Studies,CHICANO,Chicana and Latin American Women's Narrative,C141,{4613}
Chicana and Chicano Studies,CHICANO,Chicana and Latin American Women's Narrative,C251,{2430}
Chicana and Chicano Studies,CHICANO,Chicana Art and Artists,M175,{2258}
Chicana and Chicano Studies,CHICANO,Chicana/Chicano Folklore,109,{548}
Chicana and Chicano Studies,CHICANO,"Chicana/Chicano Literature since el Movimiento, 1970s to Present",M105C,{1214}
Chicana and Chicano Studies,CHICANO,Chicana Feminism,CM110,{3373}
Chicana and Chicano Studies,CHICANO,Chicano/Latino Community Formation: Critical Perspectives and Oral Histories,M119,{3393}
Chicana and Chicano Studies,CHICANO,Chicano Narrative,M146,{1587}
Chicana and Chicano Studies,CHICANO,Comedy and Culture: Your Humorous Life,104,{5858354}
Chicana and Chicano Studies,CHICANO,Day of Dead Ritual,113,{5862087}
Chicana and Chicano Studies,CHICANO,Elementary Nahuatl,M5A,{5858328}
Chicana and Chicano Studies,CHICANO,Elementary Nahuatl,M5B,{927}
Chicana and Chicano Studies,CHICANO,"Gender, Fiction, and Social Change",105F,{5860130}
Chicana and Chicano Studies,CHICANO,Health in Chicano/Latino Population,C276,{5271}
Chicana and Chicano Studies,CHICANO,Health in Chicano/Latino Population,CM106,{1605}
Chicana and Chicano Studies,CHICANO,History of Chicano Peoples,M159A,{5858378}
Chicana and Chicano Studies,CHICANO,Honors Contracts,189HC,{5860567}
Chicana and Chicano Studies,CHICANO,Honors Research in Chicana and Chicano Studies: Annotated Bibliography/Literature Review,198B,"{3236646,3248429,3572723}"
Chicana and Chicano Studies,CHICANO,Honors Research in Chicana and Chicano Studies: Thesis Conceptualization,198A,"{5859709,5859811,5859848,2393303,5859777,5859741}"
Chicana and Chicano Studies,CHICANO,Honors Seminars: Honors Seminar for Chicana and Chicano Studies 10A,89,{2476}
Chicana and Chicano Studies,CHICANO,Honors Seminars: Honors Seminar for Chicana and Chicano Studies 10B,89,"{5858316,5858400}"
Chicana and Chicano Studies,CHICANO,Humor as Social Control,171,{5862282}
Chicana and Chicano Studies,CHICANO,"Immigrant Rights, Labor, and Higher Education",M156A,{5859712}
Chicana and Chicano Studies,CHICANO,Individual Studies for USIE Facilitators,188SA,{5858362}
Chicana and Chicano Studies,CHICANO,Individual Studies for USIE Facilitators,188SB,{4410}
Chicana and Chicano Studies,CHICANO,Individual Studies in Chicana and Chicano Studies,197,"{3813115,3825969}"
Chicana and Chicano Studies,CHICANO,Intermediate Nahuatl,M15A,{5861326}
Chicana and Chicano Studies,CHICANO,Intermediate Nahuatl,M15B,{2922}
Chicana and Chicano Studies,CHICANO,Introduction to Chicana/Chicano Studies: History and Culture,10A,{69}
Chicana and Chicano Studies,CHICANO,Introduction to Chicana/Chicano Studies: Social Structure and Contemporary Conditions,10B,"{5858377,5858352}"
Chicana and Chicano Studies,CHICANO,Language Politics and Policies in U.S.: Comparative History,C179,{5858330}
Chicana and Chicano Studies,CHICANO,Language Politics and Policies in U.S.: Comparative History,C274,{5861292}
Chicana and Chicano Studies,CHICANO,Latina/Latino Families in U.S.,C212,{5861358}
Chicana and Chicano Studies,CHICANO,Latinas and Latinos in Public Education,165,{5858356}
Chicana and Chicano Studies,CHICANO,Latinos in U.S.,M155A,{2744}
Chicana and Chicano Studies,CHICANO,"Latinos, Linguistics, and Literacy",M170SL,{2080}
Chicana and Chicano Studies,CHICANO,Latino Social Policy,C277,{4246}
Chicana and Chicano Studies,CHICANO,Latino Social Policy,CM177,{647}
Chicana and Chicano Studies,CHICANO,Leadership and Student-Initiated Retention,M18,{2852}
Chicana and Chicano Studies,CHICANO,Literature of Chicana/Chicano Movement,M145B,{5861294}
Chicana and Chicano Studies,CHICANO,"Los Angeles: History, Space, and Culture",254,{1492}
Chicana and Chicano Studies,CHICANO,Mesoamerican Literature,142,{4356}
Chicana and Chicano Studies,CHICANO,Mestizaje: History of Diverse Racial/Cultural Roots of Mexico,143,{2460}
Chicana and Chicano Studies,CHICANO,Mexican Americans and Schools,M102,"{5861338,5861298}"
Chicana and Chicano Studies,CHICANO,Migrating U.S./Central American Cultural Production,153C,{3288}
Chicana and Chicano Studies,CHICANO,Qualitative Methods in Study of Chicanas/Chicanos and Latinas/Latinos,202,{3153}
Chicana and Chicano Studies,CHICANO,Representations of Indigenous Peoples in Americas,169,{5860624}
Chicana and Chicano Studies,CHICANO,Research Apprenticeship in Chicana and Chicano Studies,196,{6936536}
Chicana and Chicano Studies,CHICANO,Research Design and Methods in Chicana and Chicano Studies,208,{5859746}
Chicana and Chicano Studies,CHICANO,Research Group Seminars: Chicana and Chicano Studies,194,"{3099,5859767}"
Chicana and Chicano Studies,CHICANO,"Research on Immigration Rights, Labor, and Higher Education",M156B,{3257}
Chicana and Chicano Studies,CHICANO,"Space, Place, and Race",138A,{5861327}
Chicana and Chicano Studies,CHICANO,"Special Courses in Chicana and Chicano Studies: Afro-Latinos, Blaxicans, and Nuyericans",188,{5860540}
Chicana and Chicano Studies,CHICANO,Special Courses in Chicana and Chicano Studies: Art of Performance,188,{2753}
Chicana and Chicano Studies,CHICANO,"Special Courses in Chicana and Chicano Studies: Chicana and Chicano Students, Communities, and Educational Equity",188,{2204}
Chicana and Chicano Studies,CHICANO,"Special Courses in Chicana and Chicano Studies: Chicana and Latina Reproductive Lives: Politics, Rights, and Justice",188,{5860622}
Chicana and Chicano Studies,CHICANO,Special Courses in Chicana and Chicano Studies: Chicanos and Latinos in Hollywood,188,{888}
Chicana and Chicano Studies,CHICANO,Special Courses in Chicana and Chicano Studies: Latino Working Families in U.S.,188,{4207}
Chicana and Chicano Studies,CHICANO,Special Courses in Chicana and Chicano Studies: Queer Chicano Literature: Homeoerotics of John Rechy,188,{5858407}
Chicana and Chicano Studies,CHICANO,Special Courses in Chicana and Chicano Studies: Seminar 5  ,188,{5859710}
Chicana and Chicano Studies,CHICANO,Special Courses in Chicana and Chicano Studies: Urban Intersections of Coloniality,188,{4315}
Chicana and Chicano Studies,CHICANO,Student-Initiated Retention and Outreach Issues in Higher Education,M118,{820}
Chicana and Chicano Studies,CHICANO,Studies in Chicana/Chicano Literature,M289,{5860673}
Chicana and Chicano Studies,CHICANO,Taking It to Street: Spanish in Community,M167SL,{5860674}
Chicana and Chicano Studies,CHICANO,Theoretical Paradigms in Chicana and Chicano Studies,200,{5858344}
Chicana and Chicano Studies,CHICANO,UCLA Centennial Initiative: Making Home in Los Angeles,19,{2370}
Chicana and Chicano Studies,CHICANO,Undergraduate Practicum in Chicana and Chicano Studies: Seminar 1  ,192A,{2268}
Chicana and Chicano Studies,CHICANO,Undocumented Immigrant Experience in Film,19,{3363}
Chicana and Chicano Studies,CHICANO,U.S. Latino Politics,M155B,{5861295}
Chicana and Chicano Studies,CHICANO,Variable Topics Research Seminars: Chicana and Chicano Studies: Immigrant Rights Activism,291,{4133}
Chicana and Chicano Studies,CHICANO,Variable Topics Research Seminars: Chicana and Chicano Studies: Latinx Photoethnography,291,{5861478}
Chicana and Chicano Studies,CHICANO,Variable Topics Research Seminars: Chicana and Chicano Studies: Politics of Immigration,191,{5083}
Chicana and Chicano Studies,CHICANO,Variable Topics Research Seminars: Chicana and Chicano Studies: Seminar 3  ,291,{5169}
Chicana and Chicano Studies,CHICANO,Variable Topics Research Seminars: Chicana and Chicano Studies: U.S.-Central Americans Making Memory,291,{5860116}
Chicana and Chicano Studies,CHICANO,Variable Topics Research Seminars: Chicana and Chicano Studies: Writing Master's Thesis with Community-Engaged Research,291,{5861324}
